id,content,date,language,tags,title,ratings
377380-167497863112,استغرقت للبحث عن فندق بالمدينه قرابت اسبوع وانا اقرا عن الفنادق ومشاكلها واستقريت على وقف الصافي والحمدلله كان اختيار موفق من تعامل موظفين لمستوى خدمه لمستوى نظافه ومدى القرب من الحرم بمجرد نزولك انت في ساحة الحرم والتعاون ونصيحه جرب المكان وتذكرني بدعوه,2021-02-12T05:25:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123jg', 'sentiment': None}]",فندق البسفور وقف الصافي - Bosphorus Waqf Al Safi Hotel,"{'normalized': 100, 'raw': 5}"
377380-167600914111,"الفندق جميل ونظيف والاسره مريحه جدا الانترنت والتكييف ممتاز ، ولكن يعيبه الموظف محمود مصري الجنسيه سيء التعامل مع النزلاء حيث اني طلبت وجبة غداء مرسول ولم يسمح بدخول عامل التوصيل للفندق لتوصيل الطلب بحجة الاجراءات الاحترازيه فطلبت منه ارسال الطلب مع احد موظفي خدمة الغرف لتوصيله للغرفه فرفض وعند نزولي لاستلام الطلب استغربت هذا التصرف منه لانني طلبت وجبة فطور من الخارج واستلمها واحضرها لي موظف خدمة الغرف حتى مرسول يقول اول فندق يرفض اوصل الطلب ويرفض يوصله للغرفه وكرر ذلك الرفض معي في وجبة العشاء حيث اني كنت خارج الفندق فاضطررت لنزول زوجتي لاستلام الطلب من امام الفندق لذا اتمنى من الاداره محاسبة هذا الموظف على هذا التصرف الفردي الغير مقبول ، كما لا انسى ان اشكر موظف هندي اتوقع ودود وبشوش وخدوم استقبلني عند تسجيل الدخول صراحه قمه فالاخلاق والتعاون .",2021-02-12T05:29:00+00:00,ara,"[{'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",Dabab Hotel By Warwick,"{'normalized': 60, 'raw': 3}"
377380-167521165286,It's nice & quiet hotel,2021-02-12T05:37:00+00:00,eng,"[{'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",Courtyard by Marriott Riyadh Northern Ring Road,"{'normalized': 100, 'raw': 5}"
377380-167518482916,حلوه شريت بدلات لعيالي جودتها حلوه,2021-02-12T05:38:00+00:00,ara,"[{'value': 'c0rqvf8cu1i938rekgn0', 'sentiment': None}]",Taibah Markets,"{'normalized': 80, 'raw': 4}"
377380-167492740558,إدارة الفندق غير متعاونة حجزت لضيف الشركة عندهم عن طريق بوكينج وطلبت فاتورة عشان اسلمها الشركة ولكن رفضوا بحجة انو الحجز والدفع عن طريق بوكينج رفعت شكوى لهيئة السياحة وشكوى في بوكينج وبعدين ارسلوا الفاتورة ادارة ما تمشي الا بالعين الحمرا !,2021-02-12T05:38:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Millennium Makkah Al Naseem Hotel فندق ميلينيوم مكة النسيم,"{'normalized': 40, 'raw': 2}"
377380-167518478417,رائع يستحق الزيارة,2021-02-12T05:38:00+00:00,ara,"[{'value': 'c0rqvf8cu1i938rekgn0', 'sentiment': None}]",Taibah Markets,"{'normalized': 100, 'raw': 5}"
377380-167601484384,فندق راقي وموقعة مميز ونظيف اسعارة عالية شوي بس يستاهل,2021-02-12T05:41:00+00:00,ara,"[{'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",Hyatt Regency Riyadh Olaya,"{'normalized': 100, 'raw': 5}"
377380-167601488250,غني عن التعريف,2021-02-12T05:41:00+00:00,ara,"[{'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",Hyatt Regency Riyadh Olaya,"{'normalized': 100, 'raw': 5}"
377380-167602163318,دائما افضل السكن فيه لقربه للحرم ونظافته و الخدمه الجيده فيه,2021-02-12T05:52:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Al-Ghufran Safwah Hotel Makkah,"{'normalized': 100, 'raw': 5}"
377380-167602159031,جيد نسبيا... ولكن أسعار الموااقف مبالغ فيها... ٢٤ ساعه ٣٤٠ ريال؟!!!,2021-02-12T05:52:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Al-Ghufran Safwah Hotel Makkah,"{'normalized': 60, 'raw': 3}"
377380-167516452668,طازج يوميا,2021-02-12T05:52:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s3g', 'sentiment': None}]",Central Fish Market,"{'normalized': 100, 'raw': 5}"
377380-167602396131,cozy place and staff are user friendly. it bit quiet because of the pandemic.,2021-02-12T05:55:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123jg', 'sentiment': None}]",Al Rawda Royal Inn,"{'normalized': 100, 'raw': 5}"
377380-167602186362,الفندق نظيف والخدمة جيده ويكفي قربه للحرم,2021-02-12T05:52:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Al Shohada Hotel MAKKAH,"{'normalized': 100, 'raw': 5}"
377380-167602189022,اعتبر فندق الشهداء بيتي التاني واحس فيها الراحة,2021-02-12T05:52:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Al Shohada Hotel MAKKAH,"{'normalized': 100, 'raw': 5}"
377380-167602387847,مكان نظيف جدا الاستقبال اقل من متوسط المواقف للاسف قليلة جدا,2021-02-12T05:55:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123jg', 'sentiment': None}]",Al Rawda Royal Inn,"{'normalized': 60, 'raw': 3}"
377380-167602387849,مصنف كخمس نجوم في السياحة .. الأثاث نظيف ومساحة الغرفة جيدة جدا .. كانوا يقدمون خدمة مواقف السايارة مجانا ثم صارت بـ 4 ريال للساعة .. ومما يعيب المنطقة شح المواقف وارتفاع سعر الساعة الواحدة سواء في الشارع أو في بدروم الفندق ..,2021-02-12T05:55:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123jg', 'sentiment': None}]",Al Rawda Royal Inn,"{'normalized': 80, 'raw': 4}"
377380-174767497885,ممتاز,2021-05-07T08:59:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Le Méridien Towers Makkah,"{'normalized': 20, 'raw': 1}"
377380-167602816295,انا ارسل لكم هذة الرسالة لأشكركم للتجربة الجميلة التي حصلت عليها في فندقكم. انا استمتعت بوقتي في الفندق وكل شي جان جميل جداً وفاق توقعاتي. شكراً لكم جزيلات لعملكم الجميل والخدمة التي تقدمونها لعملائكم.,2021-02-12T06:01:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Al Safwah Royale Orchid,"{'normalized': 100, 'raw': 5}"
377380-167602810799,"مكان مريح وقريب من الحرم . تعامل وخدمات ممتازة ، نظافة وتعقيم مستمر الغرفة مناسبة وادوات الشاهي والاستحمام متوفرة .. + سجادة لكن الأثاث مستهلك ويحتاج تغيير الاكل جيد والحمدلله و سرعة تجاوب الاطلالة جزئية والسعر مرتفع قليلا",2021-02-12T06:01:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Al Safwah Royale Orchid,"{'normalized': 80, 'raw': 4}"
377380-167508243170,إقامة جداً جميلة جميع الموظفين بلا إستثناء جداً خدومين بالنهاية اقتنعت اقتناع تام أي مكان تدخله سواءً فندق او مطعم او كافي و يكون الكادر الإداري شباب و بنات سعوديين أعرف انك راح تحصل على خدمة جداً ممتازة شكراً هيلتون على هذا الكادر السعودي الأكثر من رائع,2021-02-12T06:06:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",Jeddah Hilton Hotel,"{'normalized': 100, 'raw': 5}"
377380-167603496882,فندق راع وراقي ونظيف,2021-02-12T06:12:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",Dyar Alhamra Hotel,"{'normalized': 100, 'raw': 5}"
377380-167603501423,فندق رائع بكل ما تعنيه الكلمه نظافه وهدؤ,2021-02-12T06:12:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",Al Shahbaa Hotel Jeddah,"{'normalized': 100, 'raw': 5}"
377380-167453508204,"اول مره فندق خمس نجوم اقول لهم بسوي خروج الساعة ٣ م ويرفضون مع العلم اني حاجز ثلاث ايام وسكنت يومين فقط، والموظف يدق باب الغرفه واقول له دقيقه وفتح باب الجناح علينا وحنا بالصاله ؟!",2021-02-12T06:18:00+00:00,ara,"[{'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",Narcissus Hotel And Residence Riyadh,"{'normalized': 60, 'raw': 3}"
377380-175012397274,ممتاز وتعامل جيد يحتاج لزيادة عدد العمالة فقط,2021-05-07T22:09:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Batoul Ajyad Hotelفندق بتول أجياد,"{'normalized': 80, 'raw': 4}"
377380-167457453303,مواقعهم كثير,2021-02-12T06:23:00+00:00,ara,"[{'value': 'c07bbh0cu1iccnqmcq00', 'sentiment': None}]",OYO 315 Ramz Abha Hotel,"{'normalized': 80, 'raw': 4}"
377380-167604248048,يبيله اهتمام,2021-02-12T06:25:00+00:00,ara,"[{'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",Almuhaidb Sudair,"{'normalized': 40, 'raw': 2}"
377380-167496071684,تعامل الاستقبال مش ولابد والفندق جيد,2021-02-12T06:43:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123jg', 'sentiment': None}]",Tulip Inn Al Dar Rawafed,"{'normalized': 20, 'raw': 1}"
377380-167605346039,من ألطف الفنادق الشبابيه في المنطقه,2021-02-12T06:46:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78srg', 'sentiment': None}]",Aloft Dhahran,"{'normalized': 100, 'raw': 5}"
377380-167605346041,Very nice,2021-02-12T06:46:00+00:00,eng,"[{'value': 'c07bdncbb64t6si78srg', 'sentiment': None}]",Aloft Dhahran,"{'normalized': 60, 'raw': 3}"
377380-167516456790,فيه جميع انوع اسمك,2021-02-12T06:52:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s3g', 'sentiment': None}]",Central Fish Market,"{'normalized': 100, 'raw': 5}"
377380-174910008469,يتميز بطابع الهدوء و النظافة والاطلالة,2021-05-09T00:55:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78srg', 'sentiment': None}]",Mercure Al Khobar Hotel,"{'normalized': 80, 'raw': 4}"
377380-174968083139,مكان جميل مطل على سد ابها,2021-05-09T13:07:00+00:00,ara,"[{'value': 'c07bbh0cu1iccnqmcq00', 'sentiment': None}, {'value': 'c9g7o87epd3vh6lri8bg', 'sentiment': None}]",Abha Palace Hotel,"{'normalized': 100, 'raw': 5}"
377380-167516451919,ماشاء الله تبارك الله حاجه. جميلة جداً جميع. انواع الاسماك موجودة فريش وهدمه. خدمه عاليه,2021-02-12T06:52:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s3g', 'sentiment': None}]",Central Fish Market,"{'normalized': 20, 'raw': 1}"
377380-167516451917,Good,2021-02-12T06:52:00+00:00,eng,"[{'value': 'c07bdkkbb64t6si78s3g', 'sentiment': None}]",Central Fish Market,"{'normalized': 80, 'raw': 4}"
377380-167516456744,حاجه محترمة,2021-02-12T06:52:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s3g', 'sentiment': None}]",Central Fish Market,"{'normalized': 100, 'raw': 5}"
377380-175286682815,فندق جميل جداً,2021-05-11T11:21:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Violet Hotel Al Azizia,"{'normalized': 100, 'raw': 5}"
377380-167491707064,رااااائع بكل تفاصيله. أشكر القائمين عليه وأسأل الله لهم التوفيق والسداد.,2021-02-12T07:17:00+00:00,ara,"[{'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",مندرين للشقق الفندقية,"{'normalized': 100, 'raw': 5}"
377380-167485627901,جيد,2021-02-12T07:19:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78srg', 'sentiment': None}]",Le Méridien Al Khobar,"{'normalized': 100, 'raw': 5}"
377380-167522770665,ما زال ينقصه الكثير من التنظيم ورقابة البلدية ووزارة التجارة الأسعار متفاوتة برغم أن السلعة نفسها,2021-02-12T07:13:00+00:00,ara,"[{'value': 'c07bk44bb64t6si78v90', 'sentiment': None}]",Yanbu Fish Market,"{'normalized': 20, 'raw': 1}"
377380-175318126484,شكراً لؤي الغامدي,2021-05-11T19:38:00+00:00,ara,"[{'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",Hilton Riyadh Hotel & Residences,"{'normalized': 100, 'raw': 5}"
377380-175420487298,جميل ونظيف والغرف وسيعه,2021-05-12T01:52:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Al Rawhanya Hotel,"{'normalized': 100, 'raw': 5}"
377380-167498309586,لوبي روعه و موقع جميل,2021-02-12T07:36:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",Prime Hotel Al Hamra,"{'normalized': 60, 'raw': 3}"
377380-167453575490,السلام عليكم تجربتي في منتجع شاطئ الدانه فلل الغروب فلة رقم ١١٩ للامانه و بكل مصداقيه سرعة الرد على الاتصال و سرعة التعامل و الاستجابة طلبت منهم صور على الواتس اب ارسلو لي و تمم الحجز معانا عن طريق الواتس و عند الوصول تم دفع المبلغ و كان دخولنا متاخر واستقبلون بكل صدر رحب الحرس لي عند الباب كان لبق جد و محترم الفله من جوا هادي و نظيفه و مريحه الامان و الخصوصية شي عظيم و مريح نفسيا طلبنا عشاء وجانا بسرعه و حار و لذيذ و الكميه وفيره و الفطور كذلك و تمشينا على الاقدام و مررره جميل ويستاهل كل ريال فيه و مو حرام فيه ولا ريال المطعم و الاستقبال جدا جدا محترمين ولبقين شكرا لهم وشكرا للطافتهم وذوقهم لكن شي واحد يجيب ان ياخذ في عين الاعتبار وضع معطرات الجو في الفله لتعطيها رائحه جميله,2021-02-12T07:20:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78srg', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122qg', 'sentiment': None}]",منتجع شاطئ الدانة | Dana Beach Resort,"{'normalized': 100, 'raw': 5}"
377380-167509032644,قريب من الحرم واتساع الغرف جيد لكن باب الحمام سحاب وفيه فتحة لا يغلق تماماً - طلبنا ماء شرب من خدمات الغرف وقالو الان ولم يحضرو - تأخروا في احضار الفطور للغرفة واخبروني انه حدث لبس لديهم . وعموما هذه ملاحظاتي وقد سكنت ليلة فقط ولا اعلم هل حدث صدفة ام هم هكذا.,2021-02-12T07:29:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Jabal Omar Hyatt Regency Makkah,"{'normalized': 60, 'raw': 3}"
377380-167506785288,من افخم الفنادق اللي سكنتها تعامل راقي من جميع الموظفين خدمات رائعة نظافة ممتازة اطلالة خيالية افطار اكثر من رائع شكرًا شكرًا,2021-02-12T07:35:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}, {'value': 'c07bja4bb64t6si78upg', 'sentiment': None}]",Hotel Raffles Makkah Palace,"{'normalized': 100, 'raw': 5}"
377380-167607973151,فندق جميل جداً بس متهالك وقديم نوعاً ما ولديهم المطعم الدوار مميز وجميل واكل لذيذ,2021-02-12T07:39:00+00:00,ara,"[{'value': 'c07bbh0cu1iccnqmcq00', 'sentiment': None}]",Assalam Palace,"{'normalized': 80, 'raw': 4}"
377380-167608506624,ممتاز جداً واسعاره ممتازه,2021-02-12T07:47:00+00:00,ara,"[{'value': 'c07bjunepd3oq1r125c0', 'sentiment': None}]",Awaliv Suites,"{'normalized': 100, 'raw': 5}"
377380-175502310362,غني عن التعريف بس غاااالي,2021-05-14T11:55:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",InterContinental Dar al Tawhid Makkah,"{'normalized': 100, 'raw': 5}"
377380-167496459100,صراحه اجمل مايكون نظافه وتعامل خدمه بطله وشكراً لك العاملين فيه وان شاءالله موب اخر زياره له,2021-02-12T07:52:00+00:00,ara,"[{'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",Le Méridien Riyadh,"{'normalized': 100, 'raw': 5}"
377380-175552400360,مكان جميل وراقي والاجواء رائعة,2021-05-14T16:44:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",Makarem Annakheel Village,"{'normalized': 80, 'raw': 4}"
377380-167516451071,ممتاز جداً وبأسعار متوسطة,2021-02-12T07:52:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s3g', 'sentiment': None}]",Central Fish Market,"{'normalized': 100, 'raw': 5}"
377380-167516456836,جيد,2021-02-12T07:52:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s3g', 'sentiment': None}]",Central Fish Market,"{'normalized': 20, 'raw': 1}"
377380-175568546821,Clean and spacious.,2021-05-14T22:27:00+00:00,eng,"[{'value': 'c07bbh0cu1iccnqmcq00', 'sentiment': None}, {'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",Abha Elite furnished units,"{'normalized': 80, 'raw': 4}"
377380-175663521038,جميلة وتستحق التجربة,2021-05-15T04:12:00+00:00,ara,"[{'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",اوراد رويال AWRAD ROYAL للشقق الفدقية,"{'normalized': 60, 'raw': 3}"
377380-175546820852,ممتاز جدا,2021-05-15T09:52:00+00:00,ara,"[{'value': 'c07bdifepd3oq1r122qg', 'sentiment': None}]",Nova Furnished Residential Units,"{'normalized': 80, 'raw': 4}"
377380-175775111811,جميل ورايق ولو ينزلون في الأسعار قليلا يكون أفضل الزبده هادئ راقي فخم يستحق التجربة,2021-05-16T12:37:00+00:00,ara,"[{'value': 'c07bdg8cu1iccnqmcq70', 'sentiment': None}]",الفاضل للوحدات السكنية,"{'normalized': 100, 'raw': 5}"
377380-175797134773,نحجز عبر البرنامج ونوصل وعندي رقم الحجز يقول تاخرت مافي اي تفاهم,2021-05-16T18:49:00+00:00,ara,"[{'value': 'c07bdifepd3oq1r122qg', 'sentiment': None}]",ديم للغرف الفندقية,"{'normalized': 20, 'raw': 1}"
377380-167501170238,Perfect room and service (5star hotel level to stay the least),2021-02-12T08:13:00+00:00,eng,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",adagio Jeddah City Center,"{'normalized': 100, 'raw': 5}"
377380-167517976082,Best mall in jeddah,2021-02-12T08:28:00+00:00,eng,"[{'value': 'c07bdkkbb64t6si78s3g', 'sentiment': None}]",Red Sea Mall,"{'normalized': 100, 'raw': 5}"
377380-167509027618,"قريب جدا من الحرم، موظفو الإستقبال والبوابات بشوشين ومتعاونين. نظيف. خدمة الغرف سريعة الإستجابة",2021-02-12T08:29:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Elaf Kinda Hotel,"{'normalized': 80, 'raw': 4}"
377380-167509032631,"قريب للحرم ونظيف وبجانبه كافة الخدمات، يمكنك توقف سيارتك في القشلة او الحفائر، توجد مواقف متوفرة مجانية هناك.",2021-02-12T08:29:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Jabal Omar Hyatt Regency Makkah,"{'normalized': 100, 'raw': 5}"
377380-167515586590,ترثي نظيف اسعار معقوله يغلب علبه البشوت والبهارات,2021-02-12T08:33:00+00:00,ara,"[{'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}, {'value': 'c07bdfc8hb0r13sa7ah0', 'sentiment': None}]",Qaisariah Souq,"{'normalized': 20, 'raw': 1}"
377380-175735924508,الحقيقة بحاول ادور شيئ إجابي لم أجد الغرفة سيئ والحمام دون المستوى لازم تترجاهم عشان ينظفون الغرفة مواقف الفندق بفلوس,2021-05-17T01:37:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123jg', 'sentiment': None}]",Hotel Royal Inn An Nuzul,"{'normalized': 20, 'raw': 1}"
377380-167612079315,المنتجع يحتوى على وحدات سكنية كثيرة ومختلفة واطلالة رائعة وجلسات خارجية فخمة.. لكنه يحتاج للصيانة من حيث وحدات التكييف وصنابير الماء والسجاد به بقع تحتاج للغسيل,2021-02-12T08:45:00+00:00,ara,"[{'value': 'c07bdjs8hb0r13sa7ao0', 'sentiment': None}]",BITA Resort,"{'normalized': 60, 'raw': 3}"
377380-167509905455,Very Nice Experience and good location,2021-02-12T08:51:00+00:00,eng,"[{'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",ibis Riyadh Olaya Street,"{'normalized': 60, 'raw': 3}"
377380-167612235587,شقق فندقيه جديده ومتميزة بتجهيزات فندقيه عاليه وخدمات لافته وأسعار مناسبه ومشجعه,2021-02-12T08:47:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",BRAM HOTEL SUITES,"{'normalized': 80, 'raw': 4}"
377380-175786640042,جيد ويوجد أماكن لذوي الاحتياجات الخاصة,2021-05-17T15:31:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Mobark Plaza Hotel,"{'normalized': 80, 'raw': 4}"
377380-175799930672,مناسب الباركينق صغير شوي الاخت خلود القحطاني ف الاستقبال اجوديه و مرنه في وقت الدخول و طلبات عملاء الفندق يقدمون ضيافه مجانيه في الغرفه,2021-05-17T22:49:00+00:00,ara,"[{'value': 'c07bdifepd3oq1r122qg', 'sentiment': None}]",نافيتي ورويك الدمام,"{'normalized': 60, 'raw': 3}"
377380-175790620198,اجواء الصباح والافطار والكوفي اشياء ولحظات مقربة لقلبي اشكر الموظفه بكوفي الشرف وموظفين المطعم,2021-05-18T01:41:00+00:00,ara,"[{'value': 'c07bdlkbb64t6si78sag', 'sentiment': None}]",Novotel Jazan,"{'normalized': 100, 'raw': 5}"
377380-167484490623,A very clean and luxurious,2021-02-12T08:56:00+00:00,eng,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]","Radisson Blu Hotel, Jeddah Al Salam","{'normalized': 100, 'raw': 5}"
377380-176154703828,طعم السمبوسة اللذيذ والقلي على الطلب رائع جدا,2021-05-19T00:39:00+00:00,ara,"[{'value': 'c07bjunepd3oq1r125cg', 'sentiment': None}]",AL Hayat Sweets,"{'normalized': 100, 'raw': 5}"
377380-167612750267,للامانه فندق نظيف هادي مرتب ومريح جدا الموقع جيد الخدمه جيده الاستقبال ضعيف جداً ويحتاج الكثييييييير عشان تكون الخدمه ممتازه فقط وليس متميزه كل شي ممتاز الا الاستقبال وفيه تعليقات ناس كثير بالمراجعات بس كانت التجربه خير برهان حجزي كان عن طريق بوكينق وتاخر تسليم الغرفه اكثر من ساعه علماً اني وصلت قبلها بنص ساعه اضطريت اطلع اتغدى بما انه صار الظهر ورجعت بعد ساعتين وللاسف غرفتي ما جهزت وبعد نص ساعه انتظار سلموني الغرفه ولله الحمد,2021-02-12T08:56:00+00:00,ara,"[{'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",Centro Olaya,"{'normalized': 80, 'raw': 4}"
377380-176024862855,الحياه الكريمه بما تحمله هذه الجمله,2021-05-19T10:02:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",Sheraton Jeddah Hotel,"{'normalized': 100, 'raw': 5}"
377380-167500240461,"فندق جميل جدا ونظيف، والعاملون والعاملات متعوانون جدا، وغاية في اللطف والرقي. شكرا لإدارة الفندق.",2021-02-12T09:07:00+00:00,ara,"[{'value': 'c07bdlkbb64t6si78sag', 'sentiment': None}]",فندق دوناتيلو Donatello Hotel,"{'normalized': 100, 'raw': 5}"
377380-167613953781,اسوء استقبال مر علي بحياتي يحسسك داخل بيته مو فندق اربع نجوم جاي انا واختي وبناخذ غرفتين منفصله يقول انتم اخوان خلني اتاكد وبعدها يعطينا شروط مالها اول وتالي ويخربط علي وكأني مو انسان محترم وكأني شخص خربان ...الموظف بندر كرهني بالمكان والا اوصي اي احد يتعامل معه او مع الفندق بشكل كامل,2021-02-12T09:16:00+00:00,ara,"[{'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",Braira Qurtubah Hotel,"{'normalized': 20, 'raw': 1}"
377380-176245430762,متنزة جميل للعوائل والأطفال,2021-05-20T04:58:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]",Rawdah Park,"{'normalized': 60, 'raw': 3}"
377380-167533253195,خدمة ممتازة جداً يجب اعادة توزيع مسحات الاجنحة,2021-02-12T09:22:00+00:00,ara,"[{'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]","Burj Rafal Riyadh, A Marriott International Hotel","{'normalized': 100, 'raw': 5}"
377380-176050926780,نظيف . لا يوجد غسيل ملابس .,2021-05-20T16:16:00+00:00,ara,"[{'value': 'c07bbh0cu1iccnqmcq00', 'sentiment': None}]",OYO 537 Dahtham Furnished Units,"{'normalized': 20, 'raw': 1}"
377380-167459186958,الأسعار مبالغ فيها إستئجرت غرفة بـ 435 ليوم واحد بدون وجبات ولا خدمات ما غير غلاية وقهوة أمريكية وشاي وأربع علب ماء,2021-02-12T09:30:00+00:00,ara,"[{'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",Golden Tulip Al Nasiriah hotel,"{'normalized': 40, 'raw': 2}"
377380-167506300633,جميل جدا ويستاهل اكثر . اقامه ممتعه ومريحه بصراحه بس فيه بعض الملاحظات ماتحتاج للذكر الان لانه الوضع فيه احترازات كثير. ويستاهلون علي عملهم بالاحترازات بالفندق ويشكرون بصراحه,2021-02-12T09:26:00+00:00,ara,"[{'value': 'c07bdlkbb64t6si78sag', 'sentiment': None}, {'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}, {'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Boudl Al Qasr,"{'normalized': 100, 'raw': 5}"
377380-167506300544,"الفندق قبل اتكلم عنه سكنت فيه ثلاث مرات، جميل، مرتب، نظيف صراحة النظافه والتعقيم ١٠/١٠ نظام الغرف يذكرك بالستايل البريطاني القديم عرف صغيره ملمومه مفروشه دافيه ومرتبه الاستقبال من شباب وبنات قمة فالذوق والاحترام والتعاون غايه فاللطف.. حتى الموظفين من الهنود والفلبين جدا محترمين ومش متطفلين أو مزعجين فيه ستار بكس قهوتهم ممتازه وشغالين فيه شباب سعوديين حبوبين الله يسعدهم يارب صراحه الاكل عندهم ماجربته سوا وجبة فطور أو العشا اسعارهم شوي مرتفعه ١٥٠ للشخص .. انصح كل أحد ميزانيته تسمح انه ياخذ غرفه فوق ال٣٠٠ يجي تجربه فندقيه رائعه انصح فيها .. وأخص بالشكر الاستاذه (هبه) مسؤولة العلاقات؛",2021-02-12T09:26:00+00:00,ara,"[{'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]",Crowne Plaza Riyadh Palace,"{'normalized': 80, 'raw': 4}"
377380-176055220039,قديم لكن نظيف,2021-05-21T11:42:00+00:00,ara,"[{'value': 'c07bk44bb64t6si78v7g', 'sentiment': None}]",Radisson Blu Hotel Yanbu,"{'normalized': 60, 'raw': 3}"
377380-167534003559,"Stayed many times and longtime here, was like my home for 4 months. Clean hotel, nice staff and central location. Just one watchout, There are 2 buildings connected to each other on 1st floor, when you check-in you need to make sure that you get a room from the main building otherwise you need to take a longer way to your room.",2021-02-12T09:31:00+00:00,eng,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",Citadines Al Salamah Jeddah,"{'normalized': 100, 'raw': 5}"
